rank,ime,drzava,rating,letnik
92,"Zhang, Pengxiang",CHN,2636,1980
93,"Vescovi, Giovanni",BRA,2635,1978
94,"Amonatov, Farrukh",TJK,2634,1978
95,"Gurevich, Mikhail",TUR,2634,1959
96,"Gustafsson, Jan",GER,2634,1979
97,"Seirawan, Yasser",USA,2634,1960
98,"Malakhatko, Vadim",BEL,2633,1977
99,"Navara, David",CZE,2633,1985
100,"Istratescu, Andrei",ROU,2633,1975
1,"Topalov, Veselin",BUL,2796,1975
2,"Anand, Viswanathan",IND,2791,1969
3,"Ivanchuk, Vassily",UKR,2779,1969
4,"Carlsen, Magnus",NOR,2776,1990
5,"Morozevich, Alexander",RUS,2771,1977
6,"Radjabov, Teimour",AZE,2761,1987
7,"Jakovenko, Dmitry",RUS,2760,1983
8,"Kramnik, Vladimir",RUS,2759,1975
9,"Leko, Peter",HUN,2751,1979
10,"Movsesian, Sergei",SVK,2751,1978
11,"Aronian, Levon",ARM,2750,1982
12,"Shirov, Alexei",ESP,2745,1972
13,"Wang, Yue",CHN,2739,1987
14,"Grischuk, Alexander",RUS,2733,1983
15,"Gelfand, Boris",ISR,2733,1968
16,"Ponomariov, Ruslan",UKR,2726,1983
17,"Kamsky, Gata",USA,2725,1974
18,"Mamedyarov, Shakhriyar",AZE,2724,1985
19,"Gashimov, Vugar",AZE,2723,1986
20,"Svidler, Peter",RUS,2723,1976
21,"Bacrot, Etienne",FRA,2722,1983
22,"Alekseev, Evgeny",RUS,2718,1985
23,"Dominguez Perez, Leinier",CUB,2717,1983
24,"Adams, Michael",ENG,2712,1971
25,"Sasikiran, Krishnan",IND,2711,1981
26,"Ni, Hua",CHN,2709,1983
27,"Karjakin, Sergey",UKR,2706,1990
28,"Vallejo Pons, Francisco",ESP,2702,1982
29,"Bu, Xiangzhi",CHN,2702,1985
30,"Rublevsky, Sergei",RUS,2702,1974
31,"Akopian, Vladimir",ARM,2700,1971
32,"Nakamura, Hikaru",USA,2699,1987
33,"Vachier-Lagrave, Maxime",FRA,2696,1990
34,"Eljanov, Pavel",UKR,2693,1983
35,"Naiditsch, Arkadij",GER,2693,1985
36,"Polgar, Judit",HUN,2693,1976
37,"Malakhov, Vladimir",RUS,2692,1980
38,"Wang, Hao",CHN,2691,1989
39,"Dreev, Alexey",RUS,2688,1969
40,"Efimenko, Zahar",UKR,2688,1985
41,"Vitiugov, Nikita",RUS,2687,1987
42,"Kasimdzhanov, Rustam",UZB,2687,1979
43,"Bologan, Viktor",MDA,2687,1971
44,"Tiviakov, Sergei",NED,2685,1973
45,"Almasi, Zoltan",HUN,2681,1976
46,"Cheparinov, Ivan",BUL,2679,1986
47,"Sargissian, Gabriel",ARM,2677,1983
48,"Moiseenko, Alexander",UKR,2676,1980
49,"Motylev, Alexander",RUS,2676,1979
50,"Nisipeanu, Liviu-Dieter",ROU,2675,1976
51,"Harikrishna, P.",IND,2673,1986
52,"Areshchenko, Alexander",UKR,2673,1986
53,"Timofeev, Artyom",RUS,2671,1985
54,"Volokitin, Andrei",UKR,2671,1986
55,"Jobava, Baadur",GEO,2669,1983
56,"Najer, Evgeniy",RUS,2669,1977
57,"Milov, Vadim",SUI,2669,1972
58,"Miroshnichenko, Evgenij",UKR,2667,1978
59,"Fressinet, Laurent",FRA,2666,1981
60,"Tomashevsky, Evgeny",RUS,2664,1987
61,"Short, Nigel D",ENG,2663,1965
62,"Guseinov, Gadir",AZE,2661,1986
63,"Nielsen, Peter Heine",DEN,2660,1973
64,"Sutovsky, Emil",ISR,2660,1977
65,"Onischuk, Alexander",USA,2659,1975
66,"Sokolov, Ivan",NED,2657,1968
67,"Tkachiev, Vladislav",FRA,2657,1973
68,"Inarkiev, Ernesto",RUS,2656,1985
69,"Zhang, Zhong",SIN,2656,1978
70,"Grachev, Boris",RUS,2655,1986
71,"Savchenko, Boris",RUS,2654,1986
72,"Postny, Evgeny",ISR,2652,1981
73,"Berkes, Ferenc",HUN,2651,1985
74,"Predojevic, Borki",BIH,2650,1987
75,"Fridman, Daniel",GER,2650,1976
76,"Rodshtein, Maxim",ISR,2650,1989
77,"Bocharov, Dmitry",RUS,2647,1982
78,"Amonatov, Farrukh",TJK,2647,1978
79,"Roiz, Michael",ISR,2647,1983
80,"Smirin, Ilia",ISR,2647,1968
81,"Delchev, Aleksander",BUL,2647,1971
82,"Tregubov, Pavel V.",RUS,2647,1971
83,"Beliavsky, Alexander G",SLO,2646,1953
84,"Caruana, Fabiano",ITA,2646,1992
85,"Avrukh, Boris",ISR,2645,1978
86,"Bareev, Evgeny",RUS,2645,1966
87,"Nyback, Tomi",FIN,2644,1985
88,"Khenkin, Igor",GER,2644,1968
89,"Graf, Alexander",GER,2644,1962
90,"Karpov, Anatoly",RUS,2644,1951
91,"Zhang, Pengxiang",CHN,2644,1980
92,"Lastin, Alexander",RUS,2643,1976
93,"Shulman, Yuri",USA,2639,1975
94,"Mamedov, Rauf",AZE,2638,1988
95,"Navara, David",CZE,2638,1985
96,"Aleksandrov, Aleksej",BLR,2636,1973
97,"Zvjaginsev, Vadim",RUS,2636,1976
98,"Vescovi, Giovanni",BRA,2635,1978
99,"Georgiev, Kiril",BUL,2634,1965
100,"Riazantsev, Alexander",RUS,2634,1985
101,"Gustafsson, Jan",GER,2634,1979
102,"Kobalia, Mikhail",RUS,2634,1978
1,"Topalov, Veselin",BUL,2812,1975
2,"Anand, Viswanathan",IND,2783,1969
3,"Carlsen, Magnus",NOR,2770,1990
4,"Kramnik, Vladimir",RUS,2759,1975
5,"Radjabov, Teimour",AZE,2756,1987
6,"Aronian, Levon",ARM,2754,1982
7,"Jakovenko, Dmitry",RUS,2753,1983
8,"Morozevich, Alexander",RUS,2751,1977
9,"Leko, Peter",HUN,2751,1979
10,"Grischuk, Alexander",RUS,2748,1983
11,"Movsesian, Sergei",SVK,2747,1978
12,"Ivanchuk, Vassily",UKR,2746,1969
13,"Shirov, Alexei",ESP,2745,1972
14,"Wang, Yue",CHN,2738,1987
15,"Gelfand, Boris",ISR,2733,1968
16,"Gashimov, Vugar",AZE,2730,1986
17,"Bacrot, Etienne",FRA,2728,1983
18,"Svidler, Peter",RUS,2726,1976
19,"Ponomariov, Ruslan",UKR,2726,1983
20,"Mamedyarov, Shakhriyar",AZE,2725,1985
21,"Ni, Hua",CHN,2724,1983
22,"Dominguez Perez, Leinier",CUB,2721,1983
23,"Karjakin, Sergey",UKR,2721,1990
24,"Kamsky, Gata",USA,2720,1974
25,"Alekseev, Evgeny",RUS,2716,1985
26,"Malakhov, Vladimir",RUS,2709,1980
27,"Bu, Xiangzhi",CHN,2704,1985
28,"Adams, Michael",ENG,2703,1971
29,"Rublevsky, Sergei",RUS,2702,1974
30,"Nakamura, Hikaru",USA,2701,1987
31,"Naiditsch, Arkadij",GER,2700,1985
32,"Tiviakov, Sergei",NED,2697,1973
33,"Wang, Hao",CHN,2696,1989
34,"Akopian, Vladimir",ARM,2696,1971
35,"Kasimdzhanov, Rustam",UZB,2695,1979
36,"Eljanov, Pavel",UKR,2693,1983
37,"Polgar, Judit",HUN,2693,1976
38,"Moiseenko, Alexander",UKR,2690,1980
39,"Bologan, Viktor",MDA,2690,1971
40,"Vallejo Pons, Francisco",ESP,2688,1982
41,"Vitiugov, Nikita",RUS,2688,1987
42,"Jobava, Baadur",GEO,2687,1983
43,"Harikrishna, P.",IND,2686,1986
44,"Almasi, Zoltan",HUN,2685,1976
45,"Onischuk, Alexander",USA,2684,1975
46,"Tomashevsky, Evgeny",RUS,2684,1987
47,"Vachier-Lagrave, Maxime",FRA,2684,1990
48,"Sasikiran, Krishnan",IND,2682,1981
49,"Efimenko, Zahar",UKR,2682,1985
50,"Miroshnichenko, Evgenij",UKR,2680,1978
51,"Cheparinov, Ivan",BUL,2678,1986
52,"Motylev, Alexander",RUS,2677,1979
53,"Timofeev, Artyom",RUS,2677,1985
54,"Inarkiev, Ernesto",RUS,2676,1985
55,"Nisipeanu, Liviu-Dieter",ROU,2675,1976
56,"Short, Nigel D",ENG,2674,1965
57,"Volokitin, Andrei",UKR,2671,1986
58,"Sokolov, Ivan",NED,2669,1968
59,"Najer, Evgeniy",RUS,2669,1977
60,"Dreev, Alexey",RUS,2668,1969
61,"Nielsen, Peter Heine",DEN,2668,1973
62,"Fressinet, Laurent",FRA,2664,1981
63,"Sargissian, Gabriel",ARM,2660,1983
64,"Sutovsky, Emil",ISR,2660,1977
65,"Guseinov, Gadir",AZE,2659,1986
66,"Milov, Vadim",SUI,2659,1972
67,"Kurnosov, Igor",RUS,2658,1985
68,"Areshchenko, Alexander",UKR,2657,1986
69,"Tkachiev, Vladislav",FRA,2657,1973
70,"Fedorchuk, Sergey A.",UKR,2656,1981
71,"Pashikian, Arman",ARM,2655,1987
72,"Savchenko, Boris",RUS,2655,1986
73,"Nyback, Tomi",FIN,2655,1985
74,"Navara, David",CZE,2654,1985
75,"Grachev, Boris",RUS,2652,1986
76,"Predojevic, Borki",BIH,2652,1987
77,"Lastin, Alexander",RUS,2650,1976
78,"Caruana, Fabiano",ITA,2649,1992
79,"Amonatov, Farrukh",TJK,2648,1978
80,"Postny, Evgeny",ISR,2648,1981
81,"Delchev, Aleksander",BUL,2648,1971
82,"Avrukh, Boris",ISR,2647,1978
83,"Fridman, Daniel",GER,2646,1976
84,"Kobalia, Mikhail",RUS,2645,1978
85,"Mamedov, Rauf",AZE,2645,1988
86,"Karpov, Anatoly",RUS,2644,1951
87,"Li, Chao b",CHN,2643,1989
88,"Meier, Georg",GER,2641,1987
89,"So, Wesley",PHI,2641,1993
90,"Smirin, Ilia",ISR,2641,1968
91,"Beliavsky, Alexander G",SLO,2640,1953
92,"Berkes, Ferenc",HUN,2638,1985
93,"Zhang, Pengxiang",CHN,2638,1980
94,"Georgiev, Kiril",BUL,2637,1965
95,"Socko, Bartosz",POL,2637,1978
96,"Bareev, Evgeny",RUS,2636,1966
97,"Zhou, Jianchao",CHN,2635,1988
98,"Riazantsev, Alexander",RUS,2635,1985
99,"Zvjaginsev, Vadim",RUS,2635,1976
100,"Roiz, Michael",ISR,2635,1983
1,"Topalov, Veselin",BUL,2813,1975
2,"Anand, Viswanathan",IND,2788,1969
3,"Carlsen, Magnus",NOR,2772,1990
4,"Aronian, Levon",ARM,2768,1982
5,"Jakovenko, Dmitry",RUS,2760,1983
6,"Kramnik, Vladimir",RUS,2759,1975
7,"Leko, Peter",HUN,2756,1979
8,"Radjabov, Teimour",AZE,2756,1987
9,"Gelfand, Boris",ISR,2755,1968
10,"Morozevich, Alexander",RUS,2751,1977
11,"Gashimov, Vugar",AZE,2740,1986
12,"Svidler, Peter",RUS,2739,1976
13,"Wang, Yue",CHN,2736,1987
14,"Grischuk, Alexander",RUS,2733,1983
15,"Shirov, Alexei",ESP,2732,1972
16,"Ponomariov, Ruslan",UKR,2727,1983
17,"Bacrot, Etienne",FRA,2721,1983
18,"Kamsky, Gata",USA,2717,1974
19,"Mamedyarov, Shakhriyar",AZE,2717,1985
20,"Karjakin, Sergey",UKR,2717,1990
21,"Eljanov, Pavel",UKR,2716,1983
22,"Movsesian, Sergei",SVK,2716,1978
23,"Dominguez Perez, Leinier",CUB,2716,1983
24,"Alekseev, Evgeny",RUS,2714,1985
25,"Akopian, Vladimir",ARM,2712,1971
26,"Nakamura, Hikaru",USA,2710,1987
27,"Motylev, Alexander",RUS,2710,1979
28,"Malakhov, Vladimir",RUS,2707,1980
29,"Vachier-Lagrave, Maxime",FRA,2703,1990
30,"Ivanchuk, Vassily",UKR,2703,1969
31,"Rublevsky, Sergei",RUS,2703,1974
32,"Bu, Xiangzhi",CHN,2702,1985
33,"Ni, Hua",CHN,2701,1983
34,"Onischuk, Alexander",USA,2699,1975
35,"Adams, Michael",ENG,2699,1971
36,"Naiditsch, Arkadij",GER,2697,1985
37,"Miroshnichenko, Evgenij",UKR,2696,1978
38,"Vallejo Pons, Francisco",ESP,2693,1982
39,"Wang, Hao",CHN,2690,1989
40,"Bologan, Viktor",MDA,2689,1971
41,"Tomashevsky, Evgeny",RUS,2689,1987
42,"Navara, David",CZE,2687,1985
43,"Polgar, Judit",HUN,2687,1976
44,"Short, Nigel D",ENG,2684,1965
45,"Jobava, Baadur",GEO,2684,1983
46,"Almasi, Zoltan",HUN,2684,1976
47,"Moiseenko, Alexander",UKR,2682,1980
48,"Timofeev, Artyom",RUS,2681,1985
49,"Vitiugov, Nikita",RUS,2681,1987
50,"Nielsen, Peter Heine",DEN,2680,1973
51,"Harikrishna, P.",IND,2679,1986
52,"Volokitin, Andrei",UKR,2678,1986
53,"Cheparinov, Ivan",BUL,2678,1986
54,"Sutovsky, Emil",ISR,2675,1977
55,"Inarkiev, Ernesto",RUS,2675,1985
56,"Nisipeanu, Liviu-Dieter",ROU,2675,1976
57,"Tiviakov, Sergei",NED,2674,1973
58,"Kasimdzhanov, Rustam",UZB,2672,1979
59,"Caruana, Fabiano",ITA,2670,1992
60,"Grachev, Boris",RUS,2669,1986
61,"Sasikiran, Krishnan",IND,2669,1981
62,"Kurnosov, Igor",RUS,2669,1985
63,"Fressinet, Laurent",FRA,2667,1981
64,"Sargissian, Gabriel",ARM,2667,1983
65,"Fridman, Daniel",GER,2665,1976
66,"Guseinov, Gadir",AZE,2664,1986
67,"Najer, Evgeniy",RUS,2663,1977
68,"Beliavsky, Alexander G",SLO,2662,1953
69,"Dreev, Alexey",RUS,2660,1969
70,"Milov, Vadim",SUI,2659,1972
71,"Roiz, Michael",ISR,2658,1983
72,"Meier, Georg",GER,2658,1987
73,"Socko, Bartosz",POL,2656,1978
74,"Fedorchuk, Sergey A.",UKR,2655,1981
75,"Landa, Konstantin",RUS,2655,1972
76,"Van Wely, Loek",NED,2655,1972
77,"Sokolov, Ivan",BIH,2655,1968
78,"Efimenko, Zahar",UKR,2654,1985
79,"Tregubov, Pavel V.",RUS,2652,1971
80,"Areshchenko, Alexander",UKR,2651,1986
81,"Tkachiev, Vladislav",FRA,2650,1973
82,"Smirin, Ilia",ISR,2650,1968
83,"Savchenko, Boris",RUS,2650,1986
84,"Pashikian, Arman",ARM,2650,1987
85,"Shulman, Yuri",USA,2648,1975
86,"Andreikin, Dmitry",RUS,2648,1990
87,"Lastin, Alexander",RUS,2648,1976
88,"Postny, Evgeny",ISR,2647,1981
89,"Granda Zuniga, Julio E",PER,2647,1967
90,"Berkes, Ferenc",HUN,2647,1985
91,"Riazantsev, Alexander",RUS,2647,1985
92,"So, Wesley",PHI,2646,1993
93,"Seirawan, Yasser",USA,2646,1960
94,"Georgiev, Kiril",BUL,2645,1965
95,"Kobalia, Mikhail",RUS,2645,1978
96,"Mamedov, Rauf",AZE,2645,1988
97,"Predojevic, Borki",BIH,2644,1987
98,"Karpov, Anatoly",RUS,2644,1951
99,"Amonatov, Farrukh",TJK,2641,1978
100,"Avrukh, Boris",ISR,2641,1978
1,"Topalov, Veselin",BUL,2813,1975
2,"Anand, Viswanathan",IND,2788,1969
3,"Aronian, Levon",ARM,2773,1982
4,"Carlsen, Magnus",NOR,2772,1990
5,"Kramnik, Vladimir",RUS,2772,1975
6,"Leko, Peter",HUN,2762,1979
7,"Radjabov, Teimour",AZE,2757,1987
8,"Ivanchuk, Vassily",UKR,2756,1969
9,"Gelfand, Boris",ISR,2756,1968
10,"Morozevich, Alexander",RUS,2750,1977
11,"Jakovenko, Dmitry",RUS,2742,1983
12,"Svidler, Peter",RUS,2741,1976
13,"Ponomariov, Ruslan",UKR,2741,1983
14,"Gashimov, Vugar",AZE,2740,1986
15,"Wang, Yue",CHN,2736,1987
16,"Nakamura, Hikaru",USA,2735,1987
17,"Grischuk, Alexander",RUS,2733,1983
18,"Shirov, Alexei",ESP,2730,1972
19,"Alekseev, Evgeny",RUS,2725,1985
20,"Karjakin, Sergey",UKR,2722,1990
21,"Mamedyarov, Shakhriyar",AZE,2721,1985
22,"Dominguez Perez, Leinier",CUB,2719,1983
23,"Vachier-Lagrave, Maxime",FRA,2718,1990
24,"Eljanov, Pavel",UKR,2717,1983
25,"Malakhov, Vladimir",RUS,2715,1980
26,"Movsesian, Sergei",SVK,2711,1978
27,"Motylev, Alexander",RUS,2710,1979
28,"Bacrot, Etienne",FRA,2709,1983
29,"Short, Nigel D",ENG,2706,1965
30,"Rublevsky, Sergei",RUS,2703,1974
31,"Kasimdzhanov, Rustam",UZB,2702,1979
32,"Bu, Xiangzhi",CHN,2702,1985
33,"Onischuk, Alexander",USA,2699,1975
34,"Akopian, Vladimir",ARM,2698,1971
35,"Jobava, Baadur",GEO,2696,1983
36,"Vallejo Pons, Francisco",ESP,2696,1982
37,"Moiseenko, Alexander",UKR,2694,1980
38,"Kamsky, Gata",USA,2692,1974
39,"Navara, David",CZE,2692,1985
40,"Ni, Hua",CHN,2692,1983
41,"Miroshnichenko, Evgenij",UKR,2690,1978
42,"Wang, Hao",CHN,2690,1989
43,"Bologan, Viktor",MDA,2688,1971
44,"Tomashevsky, Evgeny",RUS,2688,1987
45,"Nielsen, Peter Heine",DEN,2687,1973
46,"Polgar, Judit",HUN,2687,1976
47,"Naiditsch, Arkadij",GER,2685,1985
48,"Almasi, Zoltan",HUN,2685,1976
49,"Grachev, Boris",RUS,2684,1986
50,"Adams, Michael",ENG,2682,1971
51,"Najer, Evgeniy",RUS,2681,1977
52,"Volokitin, Andrei",UKR,2681,1986
53,"Vitiugov, Nikita",RUS,2681,1987
54,"Sargissian, Gabriel",ARM,2678,1983
55,"Sutovsky, Emil",ISR,2676,1977
56,"Harikrishna, P.",IND,2673,1986
57,"Tiviakov, Sergei",NED,2670,1973
58,"Tkachiev, Vladislav",FRA,2669,1973
59,"Kurnosov, Igor",RUS,2669,1985
60,"Avrukh, Boris",ISR,2668,1978
61,"Timofeev, Artyom",RUS,2668,1985
62,"Cheparinov, Ivan",BUL,2667,1986
63,"Areshchenko, Alexander",UKR,2667,1986
64,"Guseinov, Gadir",AZE,2667,1986
65,"Meier, Georg",GER,2664,1987
66,"Inarkiev, Ernesto",RUS,2664,1985
67,"Nisipeanu, Liviu-Dieter",ROU,2664,1976
68,"Georgiev, Kiril",BUL,2663,1965
69,"Berkes, Ferenc",HUN,2663,1985
70,"Pashikian, Arman",ARM,2663,1987
71,"Caruana, Fabiano",ITA,2662,1992
72,"Fridman, Daniel",GER,2661,1976
73,"Sasikiran, Krishnan",IND,2661,1981
74,"Dreev, Alexey",RUS,2659,1969
75,"Andreikin, Dmitry",RUS,2659,1990
76,"Milov, Vadim",SUI,2659,1972
77,"Fressinet, Laurent",FRA,2658,1981
78,"Roiz, Michael",ISR,2658,1983
79,"Sokolov, Ivan",BIH,2657,1968
80,"Beliavsky, Alexander G",SLO,2656,1953
81,"Landa, Konstantin",RUS,2655,1972
82,"Predojevic, Borki",BIH,2654,1987
83,"Efimenko, Zahar",UKR,2654,1985
84,"Postny, Evgeny",ISR,2651,1981
85,"Krasenkow, Michal",POL,2651,1963
86,"Van Wely, Loek",NED,2650,1972
87,"Tregubov, Pavel V.",RUS,2649,1971
88,"Smirin, Ilia",ISR,2648,1968
89,"Kobalia, Mikhail",RUS,2648,1978
90,"Lastin, Alexander",RUS,2648,1976
91,"Zhigalko, Sergei",BLR,2646,1989
92,"Baklan, Vladimir",UKR,2646,1978
93,"Riazantsev, Alexander",RUS,2646,1985
94,"Seirawan, Yasser",USA,2646,1960
95,"Fier, Alexandr",BRA,2644,1988
96,"Granda Zuniga, Julio E",PER,2644,1967
97,"So, Wesley",PHI,2644,1993
98,"Fedorchuk, Sergey A.",UKR,2643,1981
99,"Amonatov, Farrukh",TJK,2643,1978
100,"Kazhgaleyev, Murtas",KAZ,2643,1973
1,"Topalov, Veselin",BUL,2810,1975
2,"Carlsen, Magnus",NOR,2801,1990
3,"Anand, Viswanathan",IND,2788,1969
4,"Aronian, Levon",ARM,2786,1982
5,"Kramnik, Vladimir",RUS,2772,1975
6,"Gashimov, Vugar",AZE,2758,1986
7,"Gelfand, Boris",ISR,2758,1968
8,"Svidler, Peter",RUS,2754,1976
9,"Leko, Peter",HUN,2752,1979
10,"Morozevich, Alexander",RUS,2750,1977
11,"Radjabov, Teimour",AZE,2748,1987
12,"Ivanchuk, Vassily",UKR,2739,1969
13,"Ponomariov, Ruslan",UKR,2739,1983
14,"Grischuk, Alexander",RUS,2736,1983
15,"Jakovenko, Dmitry",RUS,2736,1983
16,"Wang, Yue",CHN,2734,1987
17,"Eljanov, Pavel",UKR,2729,1983
18,"Karjakin, Sergey",UKR,2723,1990
19,"Mamedyarov, Shakhriyar",AZE,2719,1985
20,"Shirov, Alexei",ESP,2719,1972
21,"Dominguez Perez, Leinier",CUB,2719,1983
22,"Movsesian, Sergei",SVK,2718,1978
23,"Vachier-Lagrave, Maxime",FRA,2718,1990
24,"Nakamura, Hikaru",USA,2715,1987
25,"Alekseev, Evgeny",RUS,2715,1985
26,"Vallejo Pons, Francisco",ESP,2711,1982
27,"Tomashevsky, Evgeny",RUS,2708,1987
28,"Wang, Hao",CHN,2708,1989
29,"Short, Nigel D",ENG,2707,1965
30,"Navara, David",CZE,2707,1985
31,"Malakhov, Vladimir",RUS,2706,1980
32,"Kasimdzhanov, Rustam",UZB,2705,1979
33,"Almasi, Zoltan",HUN,2704,1976
34,"Bacrot, Etienne",FRA,2700,1983
35,"Akopian, Vladimir",ARM,2700,1971
36,"Adams, Michael",ENG,2698,1971
37,"Rublevsky, Sergei",RUS,2697,1974
38,"Nielsen, Peter Heine",DEN,2697,1973
39,"Jobava, Baadur",GEO,2696,1983
40,"Motylev, Alexander",RUS,2695,1979
41,"Kamsky, Gata",USA,2695,1974
42,"Vitiugov, Nikita",RUS,2694,1987
43,"Bologan, Viktor",MDA,2692,1971
44,"Volokitin, Andrei",UKR,2691,1986
45,"Naiditsch, Arkadij",GER,2689,1985
46,"Miroshnichenko, Evgenij",UKR,2686,1978
47,"Bu, Xiangzhi",CHN,2682,1985
48,"Polgar, Judit",HUN,2680,1976
49,"Moiseenko, Alexander",UKR,2677,1980
50,"Nisipeanu, Liviu-Dieter",ROU,2677,1976
51,"Sargissian, Gabriel",ARM,2676,1983
52,"Onischuk, Alexander",USA,2672,1975
53,"Harikrishna, P.",IND,2672,1986
54,"Georgiev, Kiril",BUL,2672,1965
55,"Cheparinov, Ivan",BUL,2671,1986
56,"Efimenko, Zahar",UKR,2668,1985
57,"Sutovsky, Emil",ISR,2666,1977
58,"Kurnosov, Igor",RUS,2666,1985
59,"Najer, Evgeniy",RUS,2666,1977
60,"Ni, Hua",CHN,2665,1983
61,"Tiviakov, Sergei",NED,2664,1973
62,"Areshchenko, Alexander",UKR,2664,1986
63,"Landa, Konstantin",RUS,2664,1972
64,"Sasikiran, Krishnan",IND,2664,1981
65,"Smirin, Ilia",ISR,2662,1968
66,"Berkes, Ferenc",HUN,2661,1985
67,"Riazantsev, Alexander",RUS,2661,1985
68,"Roiz, Michael",ISR,2659,1983
69,"Krasenkow, Michal",POL,2656,1963
70,"Lastin, Alexander",RUS,2656,1976
71,"Pashikian, Arman",ARM,2656,1987
72,"Dreev, Alexey",RUS,2655,1969
73,"Baklan, Vladimir",UKR,2655,1978
74,"Avrukh, Boris",ISR,2655,1978
75,"Ganguly, Surya Shekhar",IND,2654,1983
76,"Fier, Alexandr",BRA,2653,1988
77,"Kazhgaleyev, Murtas",KAZ,2653,1973
78,"Fressinet, Laurent",FRA,2653,1981
79,"Meier, Georg",GER,2653,1987
80,"Grachev, Boris",RUS,2652,1986
81,"Caruana, Fabiano",ITA,2652,1992
82,"Predojevic, Borki",BIH,2652,1987
83,"Van Wely, Loek",NED,2652,1972
84,"Sokolov, Ivan",BIH,2652,1968
85,"Milov, Vadim",SUI,2652,1972
86,"Timofeev, Artyom",RUS,2651,1985
87,"Postny, Evgeny",ISR,2650,1981
88,"Smeets, Jan",NED,2650,1985
89,"Fridman, Daniel",GER,2649,1976
90,"Seirawan, Yasser",USA,2649,1960
91,"Vescovi, Giovanni",BRA,2648,1978
92,"Beliavsky, Alexander G",SLO,2648,1953
93,"Zhigalko, Sergei",BLR,2646,1989
94,"Inarkiev, Ernesto",RUS,2645,1985
95,"Savchenko, Boris",RUS,2644,1986
96,"Khismatullin, Denis",RUS,2643,1984
97,"Socko, Bartosz",POL,2643,1978
98,"Kobalia, Mikhail",RUS,2643,1978
99,"Korobov, Anton",UKR,2642,1985
100,"Tkachiev, Vladislav",FRA,2642,1973
101,"Tregubov, Pavel V.",RUS,2642,1971
1,"Carlsen, Magnus",NOR,2810,1990
2,"Topalov, Veselin",BUL,2805,1975
3,"Anand, Viswanathan",IND,2790,1969
4,"Kramnik, Vladimir",RUS,2788,1975
5,"Aronian, Levon",ARM,2781,1982
6,"Gelfand, Boris",ISR,2761,1968
7,"Gashimov, Vugar",AZE,2759,1986
8,"Ivanchuk, Vassily",UKR,2749,1969
9,"Wang, Yue",CHN,2749,1987
10,"Svidler, Peter",RUS,2744,1976
11,"Mamedyarov, Shakhriyar",AZE,2741,1985
12,"Leko, Peter",HUN,2739,1979
13,"Ponomariov, Ruslan",UKR,2737,1983
14,"Eljanov, Pavel",UKR,2736,1983
15,"Grischuk, Alexander",RUS,2736,1983
16,"Radjabov, Teimour",AZE,2733,1987
17,"Morozevich, Alexander",RUS,2732,1977
18,"Vachier-Lagrave, Maxime",FRA,2730,1990
19,"Jakovenko, Dmitry",RUS,2730,1983
20,"Shirov, Alexei",ESP,2723,1972
21,"Karjakin, Sergey",RUS,2720,1990
22,"Malakhov, Vladimir",RUS,2716,1980
23,"Wang, Hao",CHN,2715,1989
24,"Bacrot, Etienne",FRA,2713,1983
25,"Dominguez Perez, Leinier",CUB,2712,1983
26,"Almasi, Zoltan",HUN,2710,1976
27,"Navara, David",CZE,2708,1985
28,"Nakamura, Hikaru",USA,2708,1987
29,"Movsesian, Sergei",SVK,2708,1978
30,"Tomashevsky, Evgeny",RUS,2705,1987
31,"Vallejo Pons, Francisco",ESP,2705,1982
32,"Jobava, Baadur",GEO,2704,1983
33,"Alekseev, Evgeny",RUS,2703,1985
34,"Kasimdzhanov, Rustam",UZB,2702,1979
35,"Motylev, Alexander",RUS,2697,1979
36,"Rublevsky, Sergei",RUS,2697,1974
37,"Nielsen, Peter Heine",DEN,2697,1973
38,"Short, Nigel D",ENG,2696,1965
39,"Adams, Michael",ENG,2694,1971
40,"Kamsky, Gata",USA,2693,1974
41,"Vitiugov, Nikita",RUS,2692,1987
42,"Volokitin, Andrei",UKR,2692,1986
43,"Bologan, Viktor",MDA,2692,1971
44,"Naiditsch, Arkadij",GER,2687,1985
45,"Miroshnichenko, Evgenij",UKR,2686,1978
46,"Polgar, Judit",HUN,2682,1976
47,"Nisipeanu, Liviu-Dieter",ROU,2681,1976
48,"Sargissian, Gabriel",ARM,2680,1983
49,"Akopian, Vladimir",ARM,2678,1971
50,"Moiseenko, Alexander",UKR,2677,1980
51,"Caruana, Fabiano",ITA,2675,1992
52,"Bu, Xiangzhi",CHN,2673,1985
53,"Georgiev, Kiril",BUL,2672,1965
54,"Harikrishna, P.",IND,2672,1986
55,"Fressinet, Laurent",FRA,2670,1981
56,"Areshchenko, Alexander",UKR,2670,1986
57,"Onischuk, Alexander",USA,2670,1975
58,"Zhigalko, Sergei",BLR,2668,1989
59,"Smirin, Ilia",ISR,2668,1968
60,"Kurnosov, Igor",RUS,2668,1985
61,"Najer, Evgeniy",RUS,2665,1977
62,"Tiviakov, Sergei",NED,2662,1973
63,"Riazantsev, Alexander",RUS,2661,1985
64,"Vescovi, Giovanni",BRA,2660,1978
65,"Cheparinov, Ivan",BUL,2660,1986
66,"Berkes, Ferenc",HUN,2659,1985
67,"Lastin, Alexander",RUS,2659,1976
68,"Meier, Georg",GER,2658,1987
69,"Nepomniachtchi, Ian",RUS,2658,1990
